,Address,City,Owner Name,Mailing Address,Price,Number of Units,Total area,Number Of Stories,Lot Size,Type,Year Built,location,point,latitude,longitude,altitude
102,"1821 Cherokee Ave SW, Cullman, AL, 35055","Cullman, AL 35055 ·",,,3876923.0, ,7700,1,1.06 SF,Retail,2015,"1821 Cherokee Ave SW, Cullman, AL 35055, USA","['34.1541403', '-86.84123029999999', '0.0']",34.1541403,-86.84123029999999,0.0
103,"700 Main St, Montevallo, AL, 35115","Montevallo, AL 35115 ·",,,27395000.0, ,68996,1,"42,253 SF",Retail,2004,"700 Main St, Montevallo, AL 35115, USA","['33.1001679', '-86.8623786', '0.0']",33.1001679,-86.8623786,0.0
104,"107 Jesse Samuel Hunt Blvd, Prattville, AL, 36066","Prattville, AL 36066 ·",,,3000000.0, ,50000,1,11 AC,Industrial,2007,"107 Jesse Samuel Hunt Blvd, Prattville, AL 36066, USA","['32.5640401', '-86.4609754', '0.0']",32.5640401,-86.4609754,0.0
105,"Near Intersection of Upper River Rd and North Bethel Road, Decatur, AL, 35603","Decatur, AL 35603 ·",,,3011500.0, , , ,50 - 317 AC,Land, ,"E Upper River Rd & N Bethel Rd, Priceville, AL 35603, USA","['34.5440028', '-86.8943029', '0.0']",34.5440028,-86.8943029,0.0
106,"US Hwy 231 & Patterson Lane, Meridianville, AL, 35759","Meridianville, AL 35759 ·",,,3950000.0, , , ,39.98 AC,Land, ,"231 Patterson Ln, Meridianville, AL 35759, USA","['34.869933', '-86.5774411', '0.0']",34.869933,-86.5774411,0.0
107,"5651 Endeavor Way, Huntsville, AL, 35671","Huntsville, AL 35671 ·",,,5216200.0, ,87360, ,13.46 AC,Industrial, ,"5651 Endeavor Way, Tanner, AL 35671, USA","['34.6376711', '-86.9013253', '0.0']",34.6376711,-86.9013253,0.0
108,"Corner of Caldwell Lane/Hwy. 431, Hampton Cove, AL, 35763","Hampton Cove, AL 35763 ·",,,13852080.0, , , ,26.50 AC,Land, ,"US-431 & Caldwell Ln, Alabama 35741, USA","['34.674886', '-86.4917542', '0.0']",34.674886,-86.4917542,0.0
109,"404 Veteran's Parkway, Auburn, AL, 36830","Auburn, AL 36830 ·",,,7850000.0, , , ,0 - 136 AC,Land, ,"404 E Veterans Blvd, Auburn, AL 36832, USA","['32.567333', '-85.493189', '0.0']",32.567333,-85.493189,0.0
110,"7600 Mitsubishi Rd, Theodore, AL, 36582","Theodore, AL 36582 ·",,,12000000.0, , , ,59 AC,Land, ,"7600 Mitsubishi Ln, Theodore, AL 36582, USA","['30.5294673', '-88.1431207', '0.0']",30.5294673,-88.1431207,0.0
111,"Ray Thorington Road & Pike Road, Montgomery, AL, 36117","Montgomery, AL 36117 ·",,,10000000.0, , , ,555.12 AC,Land, ,"Pike Rd & Ray Thorington Rd, Alabama 36064, USA","['32.3085395', '-86.10252290000001', '0.0']",32.3085395,-86.10252290000001,0.0
112,"103 Wynn Dr, Huntsville, AL, 35805","Huntsville, AL 35805 ·",,,4500000.0, ,232054,1,"696,960 SF",Industrial,1976,"103 Wynn Dr NW, Huntsville, AL 35805, USA","['34.7174637', '-86.6513025', '0.0']",34.7174637,-86.6513025,0.0
113,"201 Technacenter Dr, Montgomery, AL, 36117","Montgomery, AL 36117 ·",,,5350000.0, ,48000,3,"48,141 SF",Office,1992,"201 Technacenter Dr, Montgomery, AL 36117, USA","['32.3715288', '-86.1295844', '0.0']",32.3715288,-86.1295844,0.0
114,"2526 Poplar Street, Montgomery, AL, 36110","Montgomery, AL 36110 ·",,,3920000.0, ,1300, ,0.25 AC,Residential Income, ,"2526 Poplar St, Montgomery, AL 36107, USA","['32.3679352', '-86.27590719999999', '0.0']",32.3679352,-86.27590719999999,0.0
115,"22281 Hwy 72 E., Athens, AL, 35613","Athens, AL 35613 ·",,,3500000.0, ,14400, , ,Office, ,"US Hwy 72 E, Athens, AL 35613, USA","['34.78426049999999', '-86.9442507', '0.0']",34.78426049999999,-86.9442507,0.0
116,"5501 Highway 21, Atmore, AL, 36502","Atmore, AL 36502 ·",,,11000000.0, , , ,10.39 AC,Land, ,"5501 AL-21, Atmore, AL 36502, USA","['31.1000287', '-87.480555', '0.0']",31.1000287,-87.480555,0.0
117,"3929 Airport Blvd, Mobile, AL, 36609","Mobile, AL 36609 ·",,,4950000.0, ,106750, ,5.27 AC,Office,1968,"3929 Airport Blvd, Mobile, AL 36608, USA","['30.674228', '-88.1463701', '0.0']",30.674228,-88.1463701,0.0
118,"1800 Slaughter Drive, Madison, AL, 35758","Madison, AL 35758 ·",,,3149388.0, , , ,24.10 AC,Land, ,"1800 Slaughter Rd, Madison, AL 35758, USA","['34.7492559', '-86.7123562', '0.0']",34.7492559,-86.7123562,0.0
119,"7400 Old Tuscaloosa Hwy, McCalla, AL, 35111","McCalla, AL 35111 ·",,,20270000.0, , , ,446 AC,Land, ,"7400 Old Tuscaloosa Hwy, McCalla, AL 35111, USA","['33.292918', '-87.060079', '0.0']",33.292918,-87.060079,0.0
120,"231 South, Dothan, AL, 36301","Dothan, AL 36301 ·",,,7528000.0, , , ,430 AC,Land, ,"8390 US-231, Dothan, AL 36301, USA","['31.10606929999999', '-85.4059443', '0.0']",31.10606929999999,-85.4059443,0.0
121,"0 Canal Road, Orange Beach, AL, 36561","Orange Beach, AL 36561 ·",,,3200000.0, , , ,5.90 AC,Land, ,"25910-0 Canal Rd, Orange Beach, AL 36561, USA","['30.290699', '-87.5822001', '0.0']",30.290699,-87.5822001,0.0
122,"161 Marina Point Road, Dadeville, AL, 36853","Dadeville, AL 36853 ·",,,4500000.0, , , ,22 AC,Land, ,"161 Marina Point Rd, Dadeville, AL 36853, USA","['32.7398525', '-85.8135466', '0.0']",32.7398525,-85.8135466,0.0
123,"1416 Skyland Boulevard East, Tuscaloosa, AL, 35405","Tuscaloosa, AL 35405 ·",,,3900000.0, , ,1,5.75 AC,Retail,1996,"1416 Skyland Blvd E, Tuscaloosa, AL 35405, USA","['33.169825', '-87.518756', '0.0']",33.169825,-87.518756,0.0
124,"3 Alabama River Pky, Montgomery, AL, 36110","Montgomery, AL 36110 ·",,,3850000.0, , , ,385 AC,Land, ,"Alabama River Pkwy, Montgomery, AL 36110, USA","['32.4427269', '-86.29863859999999', '0.0']",32.4427269,-86.29863859999999,0.0
125,"1112 Singleton Drive, Selma, AL, 36703","Selma, AL 36703 ·",,,3850000.0, ,87321, ,5 AC,Industrial, ,"1112 Singleton Dr, Selma, AL 36703, USA","['32.4432397', '-87.0146013', '0.0']",32.4432397,-87.0146013,0.0
126,"5860 Endeavor Way, Huntsville, AL, 35671","Huntsville, AL 35671 ·",,,5749800.0, ,108960, ,13 AC,Industrial, ,"5860 Endeavor Way, Tanner, AL 35671, USA","['34.6393003', '-86.89932189999999', '0.0']",34.6393003,-86.89932189999999,0.0
127,"2100 16th Avenue South, Birmingham, AL, 35205","Birmingham, AL 35205 ·",,,5750000.0, ,51000, , ,Office, ,"2100 16th Ave S, Birmingham, AL 35205, USA","['33.4970481', '-86.7921665', '0.0']",33.4970481,-86.7921665,0.0
128,"2475 Cobbs Ford Road, Prattville, AL, 36066","Prattville, AL 36066 ·",,,3267700.0, ,7335, ,1.80 AC,Retail, ,"2475 Cobbs Ford Rd, Prattville, AL 36066, USA","['32.4606235', '-86.3960963', '0.0']",32.4606235,-86.3960963,0.0
129,"1028 Balch Road, Madison, AL, 35758","Madison, AL 35758 ·",,,6800000.0, , , ,36.73 AC,Land, ,"1028 Balch Rd, Madison, AL 35758, USA","['34.745373', '-86.76860700000002', '0.0']",34.745373,-86.76860700000002,0.0
130,"24191 Perdido Beach Blvd, Orange Beach, AL, 36561","Orange Beach, AL 36561 ·",,,10300000.0, , , ,54.82 AC,Land, ,"24191 Perdido Beach Blvd, Orange Beach, AL 36561, USA","['30.2633175', '-87.6116685', '0.0']",30.2633175,-87.6116685,0.0
131,"500 W Longleaf Drive, Auburn, AL, 36830","Auburn, AL 36830 ·",,,7965000.0, , , ,177 AC,Land, ,"500 W Longleaf Dr, Auburn, AL 36832, USA","['32.5727047', '-85.5036655', '0.0']",32.5727047,-85.5036655,0.0
132,"U.S. Highway 280 at CR 51, Westover, AL, 35185","Westover, AL 35185 ·",,,3800000.0, , , ,17.70 AC,Land, ,"US-280, United States","['32.0733169', '-84.21792789999999', '0.0']",32.0733169,-84.21792789999999,0.0
133,"Hwy 31, Hope Hull, AL, 36043","Hope Hull, AL 36043 ·",,,4875000.0, , , ,325 AC,Land, ,"US-31, Hope Hull, AL 36043, USA","['32.190315', '-86.3600697', '0.0']",32.190315,-86.3600697,0.0
134,"1554 Heritage Circle SE, Cullman, AL, 35055","Cullman, AL 35055 ·",,,3250000.0, ,30661, , ,Residential Income, ,"1554 Heritage Cir SE, Cullman, AL 35055, USA","['34.168129', '-86.818692', '0.0']",34.168129,-86.818692,0.0
135,"2417 Mobile Drive, Huntsville, AL, 35805","Huntsville, AL 35805 ·",,,3900000.0, , , ,17.15 AC,Land, ,"2417 Mobile Dr SW, Huntsville, AL 35805, USA","['34.714958', '-86.63754', '0.0']",34.714958,-86.63754,0.0
136,"404 Hamric Dr E, Oxford, AL, 36203","Oxford, AL 36203 ·",,,4230000.0, ,10000, ,"83,000 SF",Retail, ,"404 Hamric Dr E, Oxford, AL 36203, USA","['33.606992', '-85.8322019', '0.0']",33.606992,-85.8322019,0.0
137,1715 Rucker Boulevard,"Enterprise, AL 36330 ·",,,24000000.0, ,332881, , ,Industrial, ,"1715 Rucker Blvd, Enterprise, AL 36330, USA","['31.3333334', '-85.79977570000001', '0.0']",31.3333334,-85.79977570000001,0.0
138,"5950 Endeavor Way, Tanner, AL, 35671","Tanner, AL 35671 ·",,,7358400.0, ,152160,1,14.77 AC,Industrial,2005,"5950 SW Endeavor Way, Tanner, AL 35671, USA","['34.641365', '-86.8999292', '0.0']",34.641365,-86.8999292,0.0
139,"Gateway Drive and Marvin Parkway, Opelika, AL, 36804","Opelika, AL 36804 ·",,,6405000.0, , , ,427 AC,Land, ,"3001 Marvyn Pkwy, Opelika, AL 36804, USA","['32.614212', '-85.37097159999999', '0.0']",32.614212,-85.37097159999999,0.0
140,"S Shades Crest Rd, Bessemer, AL, 35022","Bessemer, AL 35022 ·",,,4920030.0, , , ,19.51 AC,Land, ,"S Shades Crest Rd, Bessemer, AL 35022, USA","['33.2876311', '-86.93643259999999', '0.0']",33.2876311,-86.93643259999999,0.0
141,"403 Meador Drive, Tuscaloosa, AL, 35401","Tuscaloosa, AL 35401 ·",,,3875000.0,40,21868, , ,Multifamily, ,"403 Meador Dr, Tuscaloosa, AL 35401, USA","['33.2003865', '-87.5397213', '0.0']",33.2003865,-87.5397213,0.0
142,"5495 County Rd 388, Cusseta, AL, 36852","Cusseta, AL 36852 ·",,,7500000.0, ,14197, ,86 AC,Special Purpose, ,"5495 Co Rd 388, Cusseta, AL 36852, USA","['32.7450803', '-85.27909799999999', '0.0']",32.7450803,-85.27909799999999,0.0
143,"7272 Governors West, Huntsville, AL, 35806","Huntsville, AL 35806 ·",,,5100000.0, ,88000, , ,Industrial, ,"7272 Governors W, Huntsville, AL 35806, USA","['34.7008704', '-86.6929936', '0.0']",34.7008704,-86.6929936,0.0
144,"157 Resource Center Pkwy, Birmingham, AL, 35242","Birmingham, AL 35242 ·",,,3500000.0, ,38100, ,2.80 AC,Office, ,"157 Resource Center Pkwy, Birmingham, AL 35242, USA","['33.425399', '-86.7079162', '0.0']",33.425399,-86.7079162,0.0
145,"25802 Perdido Beach Blvd, Orange Beach, AL, 36561","Orange Beach, AL 36561 ·",,,9000000.0, , , ,4.02 AC,Land, ,"25802 Perdido Beach Blvd, Orange Beach, AL 36561, USA","['30.269311', '-87.583912', '0.0']",30.269311,-87.583912,0.0
146,"I-65 & Tyson Road, Hope Hull, AL, 36043","Hope Hull, AL 36043 ·",,,12165000.0, , , ,811 AC,Land, ,"900 Tyson Rd, Hope Hull, AL 36043, USA","['32.194557', '-86.420349', '0.0']",32.194557,-86.420349,0.0
147,"Paul Stabler Drive, Greenville, AL, 36037","Greenville, AL 36037 ·",,,4000000.0, , , ,94 AC,Land, ,"Paul Stabler Dr, Greenville, AL 36037, USA","['31.851844', '-86.6448034', '0.0']",31.851844,-86.6448034,0.0
148,"2432 Old Rocky Ridge Road, Hoover, AL, 35216","Hoover, AL 35216 ·",,,3300000.0, , , ,56.17 AC,Land, ,"2432 Old Rocky Ridge Rd, Birmingham, AL 35216, USA","['33.392001', '-86.776825', '0.0']",33.392001,-86.776825,0.0
149,"1013 Chalkville Rd., Trussville, AL, 35173","Trussville, AL 35173 ·",,,3000000.0, , , ,9 AC,Land, ,"1013 N Chalkville Rd, Trussville, AL 35173, USA","['33.640423', '-86.611744', '0.0']",33.640423,-86.611744,0.0
150,"7105 Hwy 72 West, Huntsville, AL, 35806","Huntsville, AL 35806 ·",,,3300000.0, , , ,10 AC,Land, ,"7105 Hwy 72 W, Huntsville, AL 35806, USA","['34.7538041', '-86.7129197', '0.0']",34.7538041,-86.7129197,0.0
151,"18-01-11-0-000-001-000, Dothan, AL, 36301","Dothan, AL 36301 ·",,,6048000.0, , , ,336 AC,Land, ,"Dothan, AL 36301, USA","['31.1348407', '-85.39627689999999', '0.0']",31.1348407,-85.39627689999999,0.0
152,"Hughes Road & Plaza Blvd, Madison, AL, 35758","Madison, AL 35758 ·",,,5687192.0, , , ,16.32 AC,Land, ,"Hughes Rd & Plaza Blvd, Madison, AL 35758, USA","['34.7102119', '-86.7419483', '0.0']",34.7102119,-86.7419483,0.0
153,"1400 Afflink Pl, Tuscaloosa, AL, 35406","Tuscaloosa, AL 35406 ·",,,5375000.0, ,45000, ,3.91 AC,Retail, ,"1400 AFFLINK Place, Tuscaloosa, AL 35406, USA","['33.2301464', '-87.53238929999999', '0.0']",33.2301464,-87.53238929999999,0.0
154,"2328 S College Street, Auburn, AL, 36830","Auburn, AL 36830 ·",,,13450000.0, , , ,138 AC,Retail, ,"2328 S College St, Auburn, AL 36832, USA","['32.5622506', '-85.50517479999999', '0.0']",32.5622506,-85.50517479999999,0.0
155,"41 N Industrial Dr, Calera, AL, 35040","Calera, AL 35040 ·",,,9000000.0, ,270600,1,"947,212 SF",Industrial,2000,"41 N Industrial Pkwy, Calera, AL 35040, USA","['33.1509432', '-86.7520085', '0.0']",33.1509432,-86.7520085,0.0
156,"530 E Meighan Blvd., Gadsden, AL, 35903","Gadsden, AL 35903 ·",,,22350000.0, , , ,16.80 AC,Retail,2014,"530 E Meighan Blvd, Gadsden, AL 35903, USA","['34.0111516', '-85.98392700000001', '0.0']",34.0111516,-85.98392700000001,0.0
157,"750 F Viaduct Rd, Mobile, AL, 36611","Mobile, AL 36611 ·",,,5400000.0, ,14400, , ,Industrial, ,"750 Viaduct Rd, Chickasaw, AL 36611, USA","['30.7674199', '-88.05821689999999', '0.0']",30.7674199,-88.05821689999999,0.0
158,"Vaughn Rd, Montgomery, AL, 36116","Montgomery, AL 36116 ·",,,3500000.0, , , ,10.40 AC,Land, ,"Vaughn Rd, Montgomery, AL 36116, USA","['32.3410168', '-86.2071344', '0.0']",32.3410168,-86.2071344,0.0
159,"24191 Perdido Beach Blvd, Orange Beach, AL, 36561","Orange Beach, AL 36561 ·",,,3700000.0, , , ,43.69 AC,Land, ,"24191 Perdido Beach Blvd, Orange Beach, AL 36561, USA","['30.2633175', '-87.6116685', '0.0']",30.2633175,-87.6116685,0.0
160,"Goad Springs Road and I-49, Lowell, AR, 72745","Lowell, AR 72745 ·",,,2309187.5, , , ,3.18 - 12.13 AC,Land, ,"N Goad Springs Rd, Lowell, AR 72745, USA","['36.2598249', '-94.1547647', '0.0']",36.2598249,-94.1547647,0.0
161,"2135 N West Ave, El Dorado, AR, 71730","El Dorado, AR 71730 ·",,,4738182.0, ,14820,1, ,Retail,2006,"2135 N West Ave, El Dorado, AR 71730, USA","['33.2325572', '-92.6650811', '0.0']",33.2325572,-92.6650811,0.0
162,"254-258 Five Points Rd., Hot Springs, AR, 71901","Hot Springs, AR 71901 ·",,,3375000.0, , , ,0 - 23 AC,Land, ,"254 5 Points Rd, Hot Springs, AR 71913, USA","['34.4526646', '-93.05239680000001', '0.0']",34.4526646,-93.05239680000001,0.0
163,"3932 S Thompson St, Springdale, AR, 72764","Springdale, AR 72764 ·",,,4200000.0, ,61162, , ,Retail, ,"3932 S Thompson St, Springdale, AR 72764, USA","['36.1497207', '-94.144499', '0.0']",36.1497207,-94.144499,0.0
164,"Pleasant Grove Road and I-49, Rogers, AR, 72758","Rogers, AR 72758 ·",,,23250000.0, , , ,31 - 192.19 AC,Land, ,"2605 W Pleasant Grove Rd Suite 202, Rogers, AR 72758, USA","['36.2838553', '-94.1533157', '0.0']",36.2838553,-94.1533157,0.0
165,"1200 Military Rd, Benton, AR, 72015","Benton, AR 72015 ·",,,4446550.0, ,106433,1,7.34 AC,Retail,1972,"1200 Military Rd, Benton, AR 72015, USA","['34.5740813', '-92.5780862', '0.0']",34.5740813,-92.5780862,0.0
166,"5501 Willow Creek Dr., Fayetteville, AR, 72741","Fayetteville, AR 72741 ·",,,8143300.0, ,38030, ,2.89 AC,Office,2004,"5501 Willow Creek Dr, Springdale, AR 72762, USA","['36.1365595', '-94.1844168', '0.0']",36.1365595,-94.1844168,0.0
167,"S. Redbud & S. 52nd St., Rogers, AR, 72758","Rogers, AR 72758 ·",,,1964556.0, , , ,1 - 3.61 AC,Land, ,"S 52nd St & W Redbud St, Rogers, AR 72758, USA","['36.324163', '-94.1864092', '0.0']",36.324163,-94.1864092,0.0
168,"I-430 & Lawson Road, Little Rock, AR, 72210","Little Rock, AR 72210 ·",,,5662800.0, , , ,200 AC,Land, ,"12600 Lawson Rd #2711, Little Rock, AR 72210, USA","['34.709637', '-92.41194399999999', '0.0']",34.709637,-92.41194399999999,0.0
169,"3201 E. Highland Drive, Jonesboro, AR, 72401","Jonesboro, AR 72401 ·",,,3000000.0, , , ,4.23 AC,Land, ,"3201 E Highland Dr, Jonesboro, AR 72401, USA","['35.8205751', '-90.6663726', '0.0']",35.8205751,-90.6663726,0.0
170,"2208 & 2204 Central Avenue, Hot Springs, AR, 71901","Hot Springs, AR 71901 ·",,,4000000.0, ,96099,2,4.03 AC,Hotel & Motel,1950,"2204 Central Ave #2208, Hot Springs, AR 71901, USA","['34.4901137', '-93.0592521', '0.0']",34.4901137,-93.0592521,0.0
171,"1002 S. Walton Blvd, Bentonville, AR, 72712","Bentonville, AR 72712 ·",,,4688041.0, , , ,23.92 AC,Land, ,"1002 S Walton Blvd, Bentonville, AR 72712, USA","['36.3613188', '-94.2181586', '0.0']",36.3613188,-94.2181586,0.0
172,"Hwy 49 S & Kellers Chapel Road, Jonesboro, AR, 72401","Jonesboro, AR 72401 ·",,,6000000.0, , , ,139 AC,Land, ,"US 49, Jonesboro, AR, USA","['35.8345511', '-90.6680774', '0.0']",35.8345511,-90.6680774,0.0
173,"NE of Executive Center Dr. & E of Bowman Rd, Little Rock, AR, 72210","Little Rock, AR 72210 ·",,,3091780.0, , , ,4.73 - 9.79 AC,Land, ,"Bowman Rd & Executive Center Dr, Little Rock, AR 72211, USA","['34.7377391', '-92.4067522', '0.0']",34.7377391,-92.4067522,0.0
174,"SEC of I-49 and Wedington Drive, Fayetteville, AR, 72701","Fayetteville, AR 72701 ·",,,15250000.0, , , ,3.50 - 108 AC,Land, ,"I-49, United States","['35.2567111', '-94.3543088', '0.0']",35.2567111,-94.3543088,0.0
175,"Walton
BLVD, Bentonville, AR, 72712","Bentonville, AR 72712 ·",,,3500000.0, , , ,53.53 AC,Agricultural, ,"S Walton Blvd, Bentonville, AR 72712, USA","['36.3560722', '-94.21240089999999', '0.0']",36.3560722,-94.21240089999999,0.0
176,"S. Promenade Boulevard &
W New Hope Road, Rogers, AR, 72758","Rogers, AR 72758 ·",,,7511490.0, , , ,9.58 AC,Land, ,"W New Hope Rd & S Promenade Blvd, Rogers, AR 72758, USA","['36.314204', '-94.1792609', '0.0']",36.314204,-94.1792609,0.0
177,"NE Corner of Carley & Main St., Johnson, AR, 72741","Johnson, AR 72741 ·",,,2014650.0, , , ,2.05 - 9 AC,Land, ,"Johnson, AR 72741, USA","['36.13', '-94.17', '0.0']",36.13,-94.17,0.0
178,"Highway 367 & West Center Street, Beebe, AR, 72012","Beebe, AR 72012 ·",,,1938420.0, , , ,1 - 47.50 AC,Land, ,"AR-367 & W Center St, Beebe, AR 72012, USA","['35.0687524', '-91.9093238', '0.0']",35.0687524,-91.9093238,0.0
179,"1203 & 1207 W. Parker Road, Jonesboro, AR, 72404","Jonesboro, AR 72404 ·",,,3000000.0, ,2168, ,1.87 AC,Retail, ,"1207 W Parker Rd #1203, Jonesboro, AR 72404, USA","['35.807551', '-90.72295489999999', '0.0']",35.807551,-90.72295489999999,0.0
180,"300 S Gentry Blvd, Gentry, AR, 72734","Gentry, AR 72734 ·",,,3175000.0, , ,1,4.58 AC,Retail,1996,"300 S Gentry Blvd, Gentry, AR 72734, USA","['36.2649043', '-94.4794127', '0.0']",36.2649043,-94.4794127,0.0
181,"5141 Watkins Ave, Springdale, AR, 72762","Springdale, AR 72762 ·",,,6000000.0, , , ,1 - 12.69 AC,Land, ,"5141 Watkins Ave, Springdale, AR 72762, USA","['36.159006', '-94.187731', '0.0']",36.159006,-94.187731,0.0
182,"Paula and Parker Road, Jonesboro, AR, 72404","Jonesboro, AR 72404 ·",,,3200000.0, , , ,1 - 29.42 AC,Land, ,"Paula Dr & W Parker Rd, Jonesboro, AR 72404, USA","['35.8152513', '-90.73020369999999', '0.0']",35.8152513,-90.73020369999999,0.0
183,"6205 Highway 5 N, Bryant, AR, 72022","Bryant, AR 72022 ·",,,3840000.0, , , ,17.44 AC,Land, ,"6205 AR-5, Bryant, AR 72022, USA","['34.629342', '-92.495139', '0.0']",34.629342,-92.495139,0.0
184,"2920 S. Champions Drive, Rogers, AR, 72758","Rogers, AR 72758 ·",,,4977758.0, , , ,14.32 AC,Land, ,"2920 S Champions Dr, Rogers, AR 72758, USA","['36.3088005', '-94.1900922', '0.0']",36.3088005,-94.1900922,0.0
185,"Jefferson Ave and I-30, Texarkana, AR, 71854","Texarkana, AR 71854 ·",,,4007520.0, , , ,11.50 AC,Land, ,"4805 Jefferson Ave, Texarkana, AR 71854, USA","['33.4694993', '-94.0301061', '0.0']",33.4694993,-94.0301061,0.0
186,"SW of Sheridan Rd. and Hwy 65, Redfield, AR, 72132","Redfield, AR 72132 ·",,,4807320.0, , , ,35 AC,Land, ,"Sheridan Rd, Arkansas, USA","['34.4321155', '-92.2033555', '0.0']",34.4321155,-92.2033555,0.0
187,"Bellview & Ajax, Rogers, AR, 72758","Rogers, AR 72758 ·",,,5526675.0, , , ,7 AC,Land, ,"S Bellview Rd & W Ajax Ave, Rogers, AR 72758, USA","['36.2983774', '-94.1715254', '0.0']",36.2983774,-94.1715254,0.0
188,"2300 Richland Park Dr, Bryant, AR, 72022","Bryant, AR 72022 ·",,,7500000.0, ,99542, , ,Residential Income, ,"2300 Richland Park Dr, Bryant, AR 72022, USA","['34.6184894', '-92.4901909', '0.0']",34.6184894,-92.4901909,0.0
189,"I-49 and 26th Street, Rogers, AR, 72758","Rogers, AR 72758 ·",,,3944140.0, , , ,13.93 AC,Land, ,"301 S 45th St, Rogers, AR 72758, USA","['36.332438', '-94.178964', '0.0']",36.332438,-94.178964,0.0
190,"Corner of Parkwood Drive and Fair Park Boulevard, Jonesboro, AR, 72401","Jonesboro, AR 72401 ·",,,2942934.0, , , ,"50,000 - 510,849 SF",Land, ,"Fair Park Blvd, Jonesboro, AR 72401, USA","['35.8154547', '-90.6734582', '0.0']",35.8154547,-90.6734582,0.0
191,"50 W. Joyce Blvd., Fayetteville, AR, 72703","Fayetteville, AR 72703 ·",,,4400000.0, , ,1,3.77 AC,Retail,2002,"50 W Joyce Blvd, Fayetteville, AR 72703, USA","['36.1259909', '-94.1568951', '0.0']",36.1259909,-94.1568951,0.0
192,"Harmony Road, Huntsville, AR, 72740","Huntsville, AR 72740 ·",,,3284206.0, , , ,17.74 AC,Land, ,"Harmony Rd, Huntsville, AR 72740, USA","['36.1104596', '-93.7119294', '0.0']",36.1104596,-93.7119294,0.0
193,"774 West Don Tyson Parkway, Springdale, AR, 72764","Springdale, AR 72764 ·",,,4000000.0, , , ,1 - 8.07 AC,Land, ,"774 W Don Tyson Pkwy, Springdale, AR 72764, USA","['36.1526973', '-94.1426049', '0.0']",36.1526973,-94.1426049,0.0
194,"1633 North 12th Court, Van Buren, AR, 72956","Van Buren, AR 72956 ·",,,3400000.0, ,31900,3,1.90 AC,Hotel & Motel,2008,"1633 N 12th Ct, Van Buren, AR 72956, USA","['35.4607856', '-94.34660629999999', '0.0']",35.4607856,-94.34660629999999,0.0
195,"1 & 5 W. Mountain Street, Fayetteville, AR, 72701","Fayetteville, AR 72701 ·",,,4900000.0, , , ,0.10 AC,Office, ,"5 W Mountain St #1, Fayetteville, AR 72701, USA","['36.0616666', '-94.15980119999999', '0.0']",36.0616666,-94.15980119999999,0.0
196,"Route 1 and Highway 41 South, Foreman, AR, 71836","Foreman, AR 71836 ·",,,6997000.0, , , ,"1,550 AC",Land, ,"AR-41, Foreman, AR, USA","['33.7216945', '-94.39212990000001', '0.0']",33.7216945,-94.39212990000001,0.0
197,"2900 Fayetteville Rd, Van Buren, AR, 72956","Van Buren, AR 72956 ·",,,3100000.0, , , ,24 AC,Land, ,"2900 Fayetteville Rd, Van Buren, AR 72956, USA","['35.4794259', '-94.35373899999999', '0.0']",35.4794259,-94.35373899999999,0.0
